the_geom,Latitude,Longitude,Location,Name,Quantity,Type
POINT (-87.630775 41.67822699999999),41.678227,-87.630775,322 West 119th Street,322 West 119th Street - West Pullman Church of God,1,Type B
POINT (-87.62961699999998 41.888617999999994),41.888618,-87.629617,400 N. Dearborn,James C. Tyree Way,4,Type B
POINT (-87.644028 41.871768999999986),41.871769,-87.644028,800 South Deplanes Street,800 South Deplanes Street - Maxwell Street Market,4,Type B
POINT (-87.660153 41.971275),41.971275,-87.660153,4878 North Broadway,Dakao Travel,2,Type B
POINT (-87.63559599999999 41.881568),41.881568,-87.635596,303 West Madison Street,CBRE Office Building,1,Type B
POINT (-87.631686 41.883222),41.883222,-87.631686,South side of Washington between Clark and Lasalle,South side of Washington between Clark and Lasalle,4,Type B
POINT (-87.62321099999998 41.899491),41.899491,-87.623211,180 East Delaware Place,180 East Delaware Place - The Westin,6,Type B
POINT (-87.71128199999998 41.997356999999994),41.997357,-87.711282,3299 W. Devon,Legion park,2,Type B
POINT (-87.703843 41.968236999999995),41.968237,-87.703843,4746-4750 North Sacramento Avenue,3005 West Lawrence Avenue - Bru Coffeeworks,1,Type B
POINT (-87.73684503 41.914547989999996),41.91454799,-87.73684503,1830 N. Kostner,Right Bee Cider,1,Type B
POINT (-87.64609999999999 41.830583999999995),41.830584,-87.6461,3500 South Halsted Street,3500 South Halsted Street- Bridgeport Restaurant,1,Type B
POINT (-87.534181 41.691844),41.691844,-87.534181,3657 E 112th St,"Champion Taekwondo USA Inc, 3657 E 112th St",2,Type B
POINT (-87.76361414999998 41.93855353),41.93855353,-87.76361415,5455 W. Belmont Avenue,PNC Bank,1,Type B
POINT (-87.62068660999999 41.83845092999999),41.83845093,-87.62068661,200 E. 31rst,Dunbar (Paul Laurence) Park,1,Type B
POINT (-87.728983 41.992395),41.992395,-87.728983,6122 North Pulaski Road,6122 N Pulaski Rd,1,Type B
POINT (-87.61826699999999 41.707567),41.707567,-87.618267,200 East 103rd Street,200 East 103rd Street - Church's Chicken,1,Type B
POINT (-87.689781 41.982632999999986),41.982633,-87.689781,5544 North Western Avenue,"East-West Martial Arts, 5544 N. Western",2,Type B
POINT (-87.70889209 41.980127229999994),41.98012723,-87.70889209,5425 N Kedzie,5425 N Kedzie,1,Type B
POINT (-87.69696799999998 41.895511),41.895511,-87.696968,2801-2803 West Chicago Avenue,"2803, W. Chicago FEED",2,Type B
POINT (-87.63246499999998 41.886473),41.886473,-87.632465,SE corner of Wacker and Lasalle,SE corner of Wacker and Lasalle,3,Type B
POINT (-87.61305399999999 41.69304),41.69304,-87.613054,400 East 111th Street,400 East 111th Street - True Vine Holiness Church,1,Type B
POINT (-87.550967 41.728577),41.728577,-87.550967,9157 South Commercial Avenue,9157 South Commercial Avenue - City Sports,1,Type B
POINT (-87.720405 41.903505),41.903505,-87.720405,3703-3715 West Grand Avenue,River city community church,2,Type B
POINT (-87.625576 41.878477999999994),41.878478,-87.625576,243 South Wabash Avenue,243 S Wabash Ave,2,Type B
POINT (-87.668352 41.941292),41.941292,-87.668352,3249-3259 North Ashland Avenue,3257 North Ashland Avenue,2,Type B
POINT (-87.68896799999999 42.019453999999996),42.019454,-87.688968,2331 W Howard,"American Ale House, 2331 W Howard",1,Type B
POINT (-87.627017 41.88985199999999),41.889852,-87.627017,430 North Wabash Avenue,420 North Wabash,1,Type B
POINT (-87.605073 41.759744999999995),41.759745,-87.605073,7419-7421 South Cottage Grove Avenue,7419 South Cottage Grove Avenue - Jelly Bean Learning Center,1,Type B
POINT (-87.678872 41.95024599999999),41.950246,-87.678872,3752 North Damen Avenue,SW corner of Damen Ave./ Grace St.,2,Type B
POINT (-87.65900299999998 41.967791),41.967791,-87.659003,4718 N. Broadway,"4718 N. Broadway, Fist Ascent",1,Type B
POINT (-87.62839899999999 41.884305999999995),41.884306,-87.628399,108 North State Street,108 North State Street,3,Type B
POINT (-87.759926 41.967385),41.967385,-87.759926,4767-4777 North Milwaukee Avenue,CVS,1,Type B
POINT (-87.638711 41.677708),41.677708,-87.638711,639-643 West 119th Street,641 West 119th Street - Salon One Nineteen,1,Type B
POINT (-87.588049 41.79487500000001),41.794875,-87.588049,5500 South Lake Park Avenue,"1525 E. 55th St, Chicago IL 60615",1,Type B
POINT (-87.669285 41.96127599999999),41.961276,-87.669285,SW corner Ashland/Montrose,SW corner Ashland/Montrose,1,Type B
POINT (-87.73181899999999 41.990093999999985),41.990094,-87.731819,4055 W. Peterson Ave,Alarmist Tap Room,2,Type B
POINT (-87.66942 41.85756800000001),41.857568,-87.66942,1719 West 18th Street,1721 W. 18th St.,3,Type B
POINT (-87.630831 41.900784),41.900784,-87.630831,66 West Oak Street,66 West Oak Street - Warren Barr Rehabilitation Center,2,Type B
POINT (-87.710912 41.968022),41.968022,-87.710912,4740 N. Spaulding,4740 N. Spaulding,1,Type B
POINT (-87.65389199999998 41.88142),41.88142,-87.653892,1047 West Madison Street,"1061 W Madison, 60607",1,Type B
POINT (-87.757553 41.963691),41.963691,-87.757553,4558 North Milwaukee Avenue,"4558 N. Milwaukee, CTA Bus & Residence",1,Type B
POINT (-87.66952799999999 41.905008999999986),41.905009,-87.669528,1286 North Milwaukee Avenue,Milwaukee/Paulina,1,Type B
POINT (-87.65194 41.95710499999999),41.957105,-87.65194,4101 North Broadway,4101 N. Broadway,1,Type B
POINT (-87.588049 41.79487500000001),41.794875,-87.588049,5500 South Lake Park Avenue,5506 S Lake Park Ave.,1,Type B
POINT (-87.65794199999999 41.80699899999999),41.806999,-87.657942,4758 South Throop Street,Pinita Food,1,Type B
POINT (-87.63724 41.885346),41.885346,-87.63724,180 North Wacker Drive,180 North Wacker Drive,3,Type B
POINT (-87.722416 41.961216),41.961216,-87.722416,3744-3748 West Montrose Avenue,Creative Minds Child Development Center & Los Tacos,3,Type B
POINT (-87.62207699999999 41.88597),41.88597,-87.622077,"Pedway, 145 North Stetson Avenue",145 North Stetson Avenue,5,Type B
POINT (-87.67501299999999 42.016311),42.016311,-87.675013,7407-7411 North Clark Street,Rogers Park Fruit Market,2,Decorative
POINT (-87.632361 41.882235),41.882235,-87.632361,2 North LaSalle Street,2 North LaSalle Street,3,Type B
POINT (-87.66431899999999 41.94473899999999),41.944739,-87.664319,3446 North Southport Avenue,Corridor Brewing,1,Corral
POINT (-87.77110086000002 41.938452600000005),41.9384526,-87.77110086,5751 W Belmont Ave,Plaza,1,Type B
POINT (-87.624253 41.88803999999999),41.88804,-87.624253,333 North Michigan Avenue,Hyatt Regency Hotel,3,Type B
POINT (-87.605081 41.76152799999999),41.761528,-87.605081,7331 South Cottage Grove Avenue,7331 South Cottage Grove Avenue - Home Learning Center,1,Type B
POINT (-87.637339 41.884612),41.884612,-87.637339,150 West Randolph Street,150 North Wacker,2,Type B
POINT (-87.644238 41.748175),41.748175,-87.644238,8016-8022 South Halsted Street,8020 South Halsted Street,1,Type B
POINT (-87.67508899999999 41.85798),41.85798,-87.675089,1940 West 18th Street,Orozco Elementary Fine Arts & Sciences-1940 W. 18th Street,1,Type B
POINT (-87.69016934999999 41.91857649999999),41.9185765,-87.69016935,2051 N. Milwaukee Avenue,Concord Theater,1,Type B
POINT (-87.66188399999999 42.00948),42.00948,-87.661884,7001-7011 North Sheridan Road,Northeast Lunt & Sheridan,1,Type B
POINT (-87.76056588999998 41.938607440000006),41.93860744,-87.76056589,5335 W. Belmont,"Will's Barbershop, 5335 W. Belmont",1,Type B
POINT (-87.63198021 41.911329809999984),41.91132981,-87.63198021,1602 N Clark Street,Wintrust Bank,1,Decorative
POINT (-87.62544 41.901039),41.901039,-87.62544,106 East Oak Street,106 East Oak Street,1,Type B
POINT (-87.70698 41.968321),41.968321,-87.70698,3119-3125 West Lawrence Avenue,3119 West Lawrence Avenue,1,Type B
POINT (-87.622845 41.809564000000016),41.809564,-87.622845,78 E. 47th St,Sip & Savor,2,Type B
POINT (-87.7251493 41.86420072999999),41.86420073,-87.7251493,1302 S. Pulaski,1302 S. Pulaski YMEN Bike Box,1,Type B
POINT (-87.75535599999999 41.96212200000001),41.962122,-87.755356,4455-4457 North Milwaukee Avenue,"4455 N. Milwaukee, Longman Martial Arts",1,Type B
POINT (-87.71359199999999 41.931972),41.931972,-87.713592,3432 W. Diversey,Second Shift Coworking Space,2,Type B
POINT (-87.63466700000001 41.87926000000001),41.87926,-87.634667,211-217 West Adams Street,211 West Adams Street,2,Type B
POINT (-87.77631557999999 41.94583645),41.94583645,-87.77631558,"5958 W. Addison Street, Cragin Fresh Market","5958 W. Addison Street, Cragin Fresh Market",1,Type B
POINT (-87.62481799999999 41.87029599999999),41.870296,-87.624818,910 South Michigan Avenue,City Segway Chicago,1,Type B
POINT (-87.711615 41.913691),41.913691,-87.711615,1757 N. Kimball,Kimball Arts Center Chicago,4,Type B
POINT (-87.69133643 41.919542809999996),41.91954281,-87.69133643,2105 N Maplewood,Wasabi,2,Type B
POINT (-87.64834299999998 41.949453999999996),41.949454,-87.648343,3701-3709 North Broadway,"ISA Hair Studio, 3705 N. Broadway",1,Type B
POINT (-87.62550299999998 41.884836),41.884836,-87.625503,66 East Randolph Street,66 E Randolph,1,Type B
POINT (-87.656789 41.8852),41.8852,-87.656789,172 N. Racine,Heritage Bicycles,2,Type B
POINT (-87.62846499999999 41.90406900000001),41.904069,-87.628465,1201 North State Parkway,1201 North State Parkway - CVS,1,Type B
POINT (-87.697823 41.936651),41.936651,-87.697823,3025 N. California,Taqueria La Zacatecana,1,Type B
POINT (-87.70626299999999 41.84269),41.84269,-87.706263,2712 S. Sawyer Ave,"McCormick Elementary School, 2712 S. Sawyer Ave",4,Type B
POINT (-87.67627899999998 41.721252),41.721252,-87.676279,2132-2140 West 95th Street,Aah Yummy Candy Emporium-2134 W. 95th Street,1,Type B
POINT (-87.71183299999998 41.940062),41.940062,-87.711833,3302-3358 West Belmont Avenue,In front of Buffet Castle or Discovery Clothing,1,Type B
POINT (-87.634821 41.892137),41.892137,-87.634821,215 West Ohio Street,215 W Ohio St.,3,Type B
POINT (-87.711789 41.89530899999999),41.895309,-87.711789,748 North Homan Avenue,3401 West Chicago Avenue,2,Type B
POINT (-87.62932199999999 41.886396),41.886396,-87.629322,"Pedway, 35 West Wacker",35 West Wacker,3,Type B
POINT (-87.65266 41.684942),41.684942,-87.65266,1221 West 115th Street,1221 West 115th Street - Maple Park Plaza,1,Type B
POINT (-87.76026734 41.938733469999995),41.93873347,-87.76026734,5330 W. Belmont,"Carnicerias Jimenez, 5330 W. Belmont",3,Type B
POINT (-87.64098531 41.82735303),41.82735303,-87.64098531,"558 W 37th St, Stockyard Coffee House",Stockyard Coffee House,1,Type B
POINT (-87.706534 41.96846999999999),41.96847,-87.706534,3108 West Lawrence Avenue,3108 West Lawrence Avenue,1,Type B
POINT (-87.75144499999999 41.957128),41.957128,-87.751445,4208 N. Milwaukee,"4208 N. Milwaukee, Pronto Envios International",1,Type B
POINT (-87.76643088 41.934019099999986),41.9340191,-87.76643088,2930 N Central Ave,Plaza,1,Type B
POINT (-87.634566 41.884463),41.884463,-87.634566,225 West Randolph Street,225 West Randolph Street,3,Type B
POINT (-87.64641299999998 41.73581299999999),41.735813,-87.646413,901-911 West 87th Street,907 West 87th Street - Best Jerk,1,Type B
POINT (-87.57064999999999 41.751960999999994),41.751961,-87.57065,2200 East 79th Street,2200 East 79th Street - Jamaican Tropical Cuisine,1,Type B
POINT (-87.708682 41.965400999999986),41.965401,-87.708682,4620 North Kedzie Avenue,4620 N Kedzie,2,Type B
POINT (-87.575043 41.744345),41.744345,-87.575043,2020 East 83rd Street,2020 East 83rd Street - Celebrity Lounge,1,Type B
POINT (-87.651756 41.908599),41.908599,-87.651756,1501-1505 North Kingsbury Street,"1501 N Kingsbury St, Chicago IL",2,Type B
POINT (-87.63425999999998 41.889762),41.889762,-87.63426,412 North Wells Street,412 North Wells Street,2,Type B
POINT (-87.631276 41.88196699999999),41.881967,-87.631276,106 West Madison Street,106 West Madison Street,2,Type B
POINT (-87.659882 41.99248699999999),41.992487,-87.659882,6107 North Broadway,6107 N. Broadway,2,Type B
POINT (-87.67749899999998 41.91129999999999),41.9113,-87.677499,1623 N. Damen,1623 N. Damen,1,Type B
POINT (-87.66350599999998 42.001397000000004),42.001397,-87.663506,NE corner of Loyola & Lakewood,"Waldorf Schools, NE corner of Loyola & Lakewood",2,Type B
POINT (-87.76822074 41.92378401),41.92378401,-87.76822074,5655 W Fullerton,D'Cuba Restaurant,1,Decorative
POINT (-87.68763599999998 41.917406),41.917406,-87.687636,1960 North Western Avenue,1958 North Western Avenue - Marz Brewing,2,Type B
POINT (-87.673106 41.808144000000006),41.808144,-87.673106,1921 West 47th Street,Dulceria Alicia-1921 W 47th Street,1,Type B
POINT (-87.66035099999999 41.98446100000001),41.984461,-87.660351,5624-5626 North Broadway,"5624 N. Broadway, Edge Taco",1,Type B
POINT (-87.708371 41.965070000000004),41.96507,-87.708371,4610 N. Kedzie,"Fruityland Ice Cream Shop, 4610 N. Kedzie",1,Type B
POINT (-87.65689099999999 41.94005099999998),41.940051,-87.656891,1100-1110 West Belmont Avenue,1100 West Belmont Avenue,1,Type B
POINT (-87.70748099999999 41.90988499999999),41.909885,-87.707481,3201-3219 West North Avenue,"SW Corner, North and Kedzie",1,Type B
POINT (-87.71085099999999 41.902545999999994),41.902546,-87.710851,1152 North Christiana Avenue,LUCHA,2,Type B
POINT (-87.621034 41.69967100000001),41.699671,-87.621034,10706 South Michigan Avenue,10706 South Michigan Avenue - Lilydale Progressive Baptist Church,1,Type B
POINT (-87.665343 41.810205999999994),41.810206,-87.665343,4602-4604 South Ashland Avenue,El Canelo Boots-4604 S. Ashland Avenue,1,Type B
POINT (-87.69722100000001 41.99776399999999),41.997764,-87.697221,2630 W Devon,2630 W Devon,1,Type B
POINT (-87.676773 41.80100100000001),41.801001,-87.676773,2057 West 51st Street,"Sputnik Coffee, 2057 W. 51st St",2,Type B
POINT (-87.75513399999998 41.961091999999994),41.961092,-87.755134,4416 North Milwaukee Avenue,"4416 N. Milwaukee, Babes Bar",2,Type B
POINT (-87.66461099999998 41.81029300000001),41.810293,-87.664611,4601 South Ashland Avenue,Naples Pizza-4601 S. Ashland Avenue,1,Type B
POINT (-87.697744 41.93675900000001),41.936759,-87.697744,3034 N. California,"3034 N. California, Corner Store",1,Type B
POINT (-87.621475 41.857147),41.857147,-87.621475,1801 S. Indiana,Chicago Women's Park & Garden,2,Type B
POINT (-87.632118 41.888811999999994),41.888812,-87.632118,345 North La Salle Boulevard,345 North La Salle Boulevard,1,Type B
POINT (-87.69499199999998 41.89992999999999),41.89993,-87.694992,2714 W. Augusta Blvd,ChiArts,4,Type B
POINT (-87.71059819 41.87361911),41.87361911,-87.71059819,3357 W. Harrison,Citgo Gas,1,Type B
POINT (-87.625864 41.896336999999995),41.896337,-87.625864,750 North Rush Street,55 E Chicago Avenue - Potbelly Sandwich Shop,1,Type B
POINT (-87.70766400000001 41.917117000000005),41.917117,-87.707664,3213 West Armitage Avenue,Sink Swim,1,Type B
POINT (-87.62495300000002 41.88480599999998),41.884806,-87.624953,150 North Michigan Avenue,150 North Michigan Avenue,2,Type B
POINT (-87.624427 41.877381),41.877381,-87.624427,"Pedway, 330 S. Michigan Ave",330 S. Michigan Ave,2,Type B
POINT (-87.64166996999998 41.85417808),41.85417808,-87.64166997,2150 S. Jefferson St.,88 Marketplace,2,Type B
POINT (-87.62065502999998 41.68217188),41.68217188,-87.62065503,11614 S Michigan,Kids Off The Block,2,Type B
POINT (-87.637425 41.88378000000001),41.88378,-87.637425,100-110 North Wacker Drive,100-110 North Wacker Drive,2,Type B
POINT (-87.630687 41.886805),41.886805,-87.630687,77 W Wacker,77 W Wacker,6,Type B
POINT (-87.69545137 41.86663288999999),41.86663289,-87.69545137,2750 W. Roosevelt Rd,A Safe Haven,1,Type B
POINT (-87.65446099999998 41.885087),41.885087,-87.654461,171 N. Aberdeen St,"Capriottis Sandwich Shop, 171 N. Aberdeen St",2,Type B
POINT (-87.67258899999999 42.004542),42.004542,-87.672589,6733-6737 North Clark Street,Rogers Park Fine Wines,2,Type B
POINT (-87.63463399999999 41.876556),41.876556,-87.634634,235 West Van Buren Street,405 S Franklin,1,Type B
POINT (-87.62628899999999 41.88620899999999),41.886209,-87.626289,203 N. Wabash,Harold Washington College,2,Type B
POINT (-87.58906399999998 41.656519),41.656519,-87.589064,13100 South Doty Avenue West,"Carver Military, 13100 S Doty Ave",4,Type B
POINT (-87.71308599999999 41.924431),41.924431,-87.713086,3423 West Fullerton Avenue,Burlington,1,Type B
POINT (-87.71656499999999 41.934864000000005),41.934864,-87.716565,2943 North Milwaukee Avenue,"2937 N. Milwaukee, Moe's",1,Type B
POINT (-87.62698 41.86212900000001),41.862129,-87.62698,1 East 14th Place,1501 S. State (near dry cleaner and day care),1,Type B
POINT (-87.74740499999999 41.945834),41.945834,-87.747405,3560 North Cicero Avenue,McDonald's,1,Type B
POINT (-87.673223 41.80872699999999),41.808727,-87.673223,1922 West 47th Street,Restaurante y Taqueria Guerrero-1922 W. 47th Street,1,Type B
POINT (-87.71551136999999 41.88615115999999),41.88615116,-87.71551137,3545 W. Fulton,Al Raby School,2,Type B
POINT (-87.65671200000001 41.98688399999999),41.986884,-87.656712,5749 N. Kenmore,Church of the Atonement,2,Type B
POINT (-87.66888900000001 41.735485),41.735485,-87.668889,1823 West 87th Street,1827 West 87th Street - Reese's Lounge,1,Type B
POINT (-87.710394 41.968189),41.968189,-87.710394,3247-3249 West Lawrence Avenue,3247 West Lawrence Avenue - Cash America,1,Type B
POINT (-87.73848 41.96813699999999),41.968137,-87.73848,4413 W. Lawrence Ave,4413 W Lawrence Ave,2,Type B
POINT (-87.666207 41.876559),41.876559,-87.666207,329 South Ashland Avenue,333 S Ashland,1,Type B
POINT (-87.60031999999998 41.76258099999999),41.762581,-87.60032,1000 East 73rd Street,1000 East 73rd Street - Public Library,1,Type B
POINT (-87.644593 41.88650199999999),41.886502,-87.644593,224 North Deplanes Street,Deplanes Office Building,2,Type B
POINT (-87.668752 41.88555399999999),41.885554,-87.668752,1630-1658 West Lake Street,"N. Paulina & W. Lake , 219 N. Paulina",2,Type B
POINT (-87.653349 41.881877),41.881877,-87.653349,1032 West Madison Street,1020 W Madison,2,Type B
POINT (-87.687826 41.923169),41.923169,-87.687826,2252 North Western Avenue,2252 N. Western Ave.,1,Decorative
POINT (-87.649049 41.943487),41.943487,-87.649049,3359 North Halsted Street,3359 North Halsted Street - Progress Bar,6,Type B
POINT (-87.67706499999998 41.909023000000005),41.909023,-87.677065,1535 North Wicker Park Avenue,Damen & Wicker Park (Big Star),2,Type B
POINT (-87.65720882 41.94800449999998),41.9480045,-87.65720882,3626 N Clark St,Wintrust Bank,1,Type B
